Query	Reference	Core	Accessory
IN02	URMC16	0.03725735045082845	0.25142316565686373
IN02	URMC17	0.03783828190174621	0.24917863405942264
IN02	URMC18	0.020681747242191406	0.17887380255918928
IN02	URMC19	0.03784747816737377	0.2476383151968654
IN02	URMC20	0.03789651968088992	0.2538649676228135
IN02	URMC21	0.037684351445051445	0.2330133184405322
IN02	URMC22	0.03714840503574335	0.25688782401289045
IN02	URMC23	0.03763634298096563	0.24827889372546152
IN02	URMC24	0.03720655289518393	0.2622852694831379
IN02	URMC25	0.03785254487169465	0.247317088950729
IN02	URMC26	0.033917522697231695	0.21526343169680184
IN02	URMC28	0.03689352919887423	0.25077276352816413
IN02	URMC30	0.03813832184261645	0.26207193973192333
IN02	URMC32	0.03794587607670963	0.2483636779761278
IN02	URMC33	0.037627507940738325	0.23999756730859845
IN02	URMC35	0.03232633420151132	0.2111271291060396
IN02	URMC36	0.036744962250993995	0.24687755517187226
IN02	URMC37	0.03846135293978237	0.24708701680192846
IN02	URMC39	0.032715480829361376	0.2110853417902956
IN02	URMC40	0.03916815095200321	0.24768004294819712
IN02	URMC41	0.014389686305406935	0.1874203717377082
IN02	URMC42	0.03613492782235239	0.18899020195564786
IN02	URMC43	0.0322033219135649	0.21616569036804878
IN02	URMC46	0.01939306883155245	0.1684795207919415
IN02	URMC48	0.037902543720987114	0.26705245232489006
IN02	URMC49	0.03181561163089719	0.22921415960550307
IN02	URMC50	0.03323947267762528	0.17829038305597733
IN02	URMC55	0.036018104939382956	0.19115834274519095
IN02	URMC56	0.03816729287320464	0.2555654459768647
IN02	URMC57	0.017280320185904197	0.16696705059304184
IN02	URMC58	0.037908715530838966	0.24759726366527324
IN02	URMC59	0.03726216874873245	0.2609230700604245
IN02	URMC60	0.03219147760361485	0.22368318756667538
IN02	URMC61	0.0378817255951458	0.24929880431367468
IN02	URMC62	0.010925054136884604	0.14675543086159326
IN02	URMC63	0.03737680131792043	0.26881248150612547
IN02	URMC64	0.038059062921924736	0.25655963148860783
IN02	URMC65	0.01915407223502552	0.16185122146964537
IN02	URMC66	0.016952534923289853	0.16568544244297312
IN02	URMC67	0.03783515307162311	0.24335596884760047
IN02	URMC69	0.03776739156334308	0.24327568961655832
IN02	URMC70	0.03099685640140548	0.2153511091437147
IN02	URMC71	0.03216677373354715	0.2249592585217306
IN02	URMC72	0.011945165396729851	0.1406601798410696
IN02	URMC73	0.01809252430005226	0.19822737537208734
IN02	URMC74	0.037341251752118776	0.26945371402037377
IN02	URMC76	0.038854206308240546	0.2467492191218551
IN02	URMC77	0.03793183860367999	0.2548998833012226
IN02	URMC78	0.03780458249566798	0.2558875815320072
IN02	URMC79	0.013616957996819612	0.15783088714764615
IN02	URMC80	0.03796532723536605	0.2546292406109094
IN02	URMC81	0.03754888067866391	0.2635004301751426
IN02	URMC82	0.03784344696138542	0.25650570674151596
IN02	URMC84	0.03241287606575427	0.2133055641473911
IN02	URMC86	0.03790553570957356	0.26739976208057836
IN02	URMC87	0.03793910620277874	0.2444337175530944
IN02	URMC88	0.018146049518413032	0.18727515277193985
IN02	URMC89	0.03739811454198971	0.25408059042918507
IN02	URMC90	0.037611501536047864	0.26818702837928354
IN02	URMC93	0.03762915358647956	0.23637993761838094
IN02	URMC96	0.032736585680740116	0.21975841922254669
IN02	BWH199	0.037743053237194846	0.24187592775295286
IN02	BWH237	0.020688758127035745	0.19664164275462548
IN02	BWH259	0.01937471178081085	0.20428761255718264
IN02	BWH403	0.038117665730658556	0.24279379574699667
IN02	BWH407	0.038191374742448936	0.24250955670182117
IN02	BWH475	0.010182227229097451	0.17026172417206165
IN02	BWH103	0.032063711534456196	0.21840307385101088
IN02	BWH190	0.013487316974366448	0.20696781283047072
IN02	BWH222	0.031681018556141693	0.22461283950086974
IN02	BWH134	0.0380495081869725	0.21452370577376834
IN02	BWH136	0.037710553648982126	0.24521812331220705
IN02	BWH137	0.03723000514246877	0.24792682984354175
IN02	BWH138	0.011509703294062423	0.17257136136382956
IN02	BWH139	0.037624948442182116	0.24142742415436658
IN02	BWH148	0.013167214136894034	0.1750307865931603
IN02	BWH149	0.03832592928031364	0.22659266010078882
IN02	BWH153	0.03713631969123732	0.2552761145992952
IN02	BWH159	0.0184222694620626	0.18286683365752598
IN02	BWH162	0.012997651609275018	0.09878832164036944
IN02	BWH169	0.03760506585552892	0.2599971010398541
IN02	BWH194	0.020033335824727994	0.18217790137802314
IN02	BWH195	0.03734100173152777	0.2795358612717803
IN02	BWH196	0.019802588363951434	0.1748309285128723
IN02	BWH197	0.03267871083844498	0.2193296993797249
IN02	BWH198	0.03825493145565961	0.260547872979356
IN02	BWH202	0.021401570414801174	0.17310647320767503
IN02	BWH204	0.012654041079589007	0.10100465669988257
IN02	BWH205	0.03823429610384832	0.26043762955195127
IN02	BWH221	0.031827367618954105	0.22121265891128727
IN02	BWH232	0.03726299049031756	0.2546866378586876
IN02	BWH233	0.037234534965514765	0.25622539937725475
IN02	BWH253	0.03822077513566746	0.25767712022889766
IN02	BWH257	0.037650902482085025	0.2538692684760474
IN02	BWH258	0.03740251543339046	0.2671218627615791
IN02	BWH262	0.03729232222528445	0.26218214352057756
IN02	BWH263	0.032958054505754064	0.21123998404010202
IN02	BWH265	0.03157963046791801	0.24364126739607495
IN02	BWH280	0.03289187643741209	0.1900011077853515
IN02	BWH281	0.03729633886725592	0.24350225749811882
IN02	BWH283	0.037574703190424996	0.26421668046140967
IN02	BWH284	0.010909530073468399	0.11405438141895541
IN02	BWH309	0.013703064833972656	0.1715428163601641
IN02	BWH316	0.037588715995163	0.24509678484651154
IN02	BWH317	0.035468482912676125	0.2384388555819451
IN02	BWH319	0.03620755224492511	0.25222095233816555
IN02	BWH325	0.03787243390786166	0.24967851438795574
IN02	BWH326	0.03567696949112675	0.2617953808500453
IN02	BWH327	0.03798680432298962	0.2530570771754381
IN02	BWH338	0.03784825994484453	0.26663191708828926
IN02	BWH344	0.03235651840503173	0.21795095651185603
IN02	BWH347	0.037739363420013494	0.2655879625488462
IN02	BWH364	0.03740659879906938	0.25054791499452833
IN02	BWH367	0.03788199132782433	0.2542281667733176
IN02	BWH368	0.03742877322597504	0.24283883816670437
IN02	BWH369	0.010386918161798375	0.12975293996973536
IN02	BWH370	0.020019241827426537	0.16254437110895392
IN02	BWH394	0.011135405329983916	0.15185890290867732
IN02	BWH399	0.01084001011707414	0.13861134359607175
IN02	BWH404	0.036539326023359076	0.25333300946970494
IN02	BWH405	0.037978709137504785	0.23777476394425123
IN02	BWH409	0.038451651050225966	0.2593158765140354
IN02	BWH410	0.034504424529509414	0.20902771160548983
IN02	BWH453	0.03284510217442149	0.2062535377338326
IN02	BWH467	0.03251994691917215	0.19482617922976897
IN02	BWH477	0.03728865958475913	0.25782997420907594
IN02	BWH478	0.0375836329269128	0.2705644358060014
IN02	BWH479	0.03253356031133092	0.209907443366391
IN02	BWH483	0.03855433328753444	0.24967353739480724
IN02	BWH60	0.037638973970613	0.2456009677120704
IN02	BWH76	0.03752681618179665	0.25209614463168384
IN02	HPRU0243	0.03325524091717247	0.22483775200346712
IN02	HPRU0308	0.032906965688405454	0.23014596690323663
IN02	HPRU0122	0.033469105850859604	0.20794046653034381
IN02	HPRU0218	0.032876141965354155	0.2060007928192097
IN02	HPRU0167	0.03815021928293638	0.25332319736287456
IN02	HPRU0304	0.039763217844110965	0.24892031123907932
IN02	HPRU0398	0.03842138251999305	0.24951664139387386
IN02	HPRU0416	0.03902853090195113	0.2577137085821535
IN02	HPRU0422	0.03792286906407505	0.2624715936795755
IN02	HPRU0487	0.037919756672020744	0.26228880410788813
IN02	HPRU0889	0.03961378347642042	0.24433451161869824
IN02	MG1655	0.019369866511941836	0.15062803244669776
IN02	CFT073	0.039209979616763424	0.2555908557067046
IN02	ATCC25922	0.0390671729497013	0.2515864331582358
IN02	EC958	0.03736109292828382	0.25650299738080307
IN02	UTI89	0.038750528345445234	0.24303189449743479
IN02	UMN026	0.03309142475903759	0.21452530440842643
IN03	IN04	0.035002086226584295	0.23228095401274396
IN03	IN05	0.03766826275197255	0.24664172146643248
IN03	IN06	0.019462278522058063	0.20219360515531015
IN03	IN07	0.014401628897105834	0.2242638920844836
IN03	IN08	0.03883000160268024	0.2551034540697087
IN03	IN09	0.001710253866374023	0.07839017339129029
IN03	ST2747	0.036824607083648764	0.26231578737290306
IN03	ST2747a	0.03708969891141112	0.2565399929365667
IN03	ST2747an	0.03731059893956956	0.2614066993099361
IN03	ST540	0.038805261791331036	0.2512287963168006
IN03	ST540a	0.03902880873004211	0.24975793551397973
IN03	ST540an	0.03902163151131044	0.24941604861874433
IN03	BR02	0.03877379857804841	0.24045153201134328
IN03	BR03	0.0387773896628123	0.24028393614675758
IN03	BR07	0.03913746634689519	0.25125946427685364
IN03	BR10	0.03909389007692565	0.2750979402969812
IN03	BR12	0.0371072821502344	0.2406532844907625
IN03	BR14	0.013639688552038232	0.21032728979437554
IN03	BR25	0.038690853218115495	0.26713898940814995
IN03	BR29	0.03886433061186467	0.2473689388012299
IN03	BR64	0.03900429153929841	0.2463622909003078
IN03	5CRE51	0.03786675905428405	0.2679657920970131
IN03	UCI57	0.03488702009008171	0.21287269749316762
IN03	UCI58	0.034959600513664646	0.21826790987804157
IN03	UCI65	0.03372023933692592	0.269607536761556
IN03	UCI51	0.017663677944041334	0.21184530763216314
IN03	UCI53	0.037936265474779796	0.23832748111988766
IN03	UCI66	0.037936348684578514	0.2549610110409031
IN03	MGH58	0.03730745332111374	0.23528328874792315
IN03	MRSN17749	0.016292744539525894	0.1862870448595978
IN03	MRSN22624	0.016689021838826812	0.19919266767025368
IN03	URMC09	0.03390665679236715	0.28430107427669726
IN03	URMC13	0.03404196986180508	0.2868141431018414
IN03	URMC31	0.016887637671187394	0.19865513151637193
IN03	URMC34	0.033760547143766084	0.24270197756752054
IN03	URMC51	0.03495698553660487	0.2806885164849683
IN03	URMC52	0.03468801367276253	0.2812794774490688
IN03	URMC53	0.035064169831130476	0.2788365605233629
IN03	URMC68	0.01698311335335767	0.19677714123799595
IN03	URMC83	0.034117735965296436	0.27438394938896604
IN03	URMC85	0.034337891342388516	0.27088157691435133
IN03	URMC91	0.016418864570214797	0.19547714082796808
IN03	URMC92	0.034485709467609316	0.2888677259637623
IN03	URMC94	0.03470872975708905	0.29074531997258946
IN03	URMC95	0.03482495677908115	0.28437906774529453
IN03	URMC97	0.03633790576393292	0.2709477797965918
IN03	URMC01	0.03896454546911987	0.23332755610022615
IN03	URMC02	0.03952908829452051	0.22185784270375442
IN03	URMC03	0.017691840031485273	0.1977528209867656
IN03	URMC04	0.034142288839666746	0.27373059138644007
IN03	URMC06	0.0168625124947539	0.19010390302082036
IN03	URMC07	0.01685989649174624	0.18646304361047672
IN03	URMC08	0.03925712310829599	0.23418849659069396
IN03	URMC105	0.01805755969027123	0.19650400124307899
IN03	URMC106	0.038001134480435184	0.24214880657471927
IN03	URMC107	0.0368722479553637	0.2343227743565104
IN03	URMC108	0.01696989278609906	0.19761658495478718
IN03	URMC109	0.017071056032186394	0.21130539310160623
IN03	URMC10	0.017532478078764346	0.18855773694768885
IN03	URMC110	0.03313246578263451	0.23495017082210656
IN03	URMC111	0.01721239363550997	0.2012914915511449
IN03	URMC112	0.017038148183997404	0.20566430347841425
IN03	URMC12	0.013990693862384718	0.2252566632910411
IN03	URMC14	0.016926846077001678	0.2108041527828789
IN03	URMC16	0.016733010674456095	0.20048321492440868
IN03	URMC17	0.01685057436769888	0.1901224885906455
IN03	URMC18	0.03948165793835612	0.24362897527726501
IN03	URMC19	0.017343800269830068	0.19229024973956
IN03	URMC20	0.016343964719919835	0.19289982566395258
IN03	URMC21	0.016992774138795075	0.18393001095423556
IN03	URMC22	0.01688544138327186	0.19668835974315602
IN03	URMC23	0.016305060612501587	0.18285720477623701
IN03	URMC24	0.016406428653550797	0.2057116235688251
IN03	URMC25	0.016426459203619848	0.18799152453202062
IN03	URMC26	0.0349409796204283	0.2822827246763532
IN03	URMC28	0.01470938622640483	0.18207537889444136
IN03	URMC30	0.0173105159601874	0.1932979095882087
IN03	URMC32	0.016882311573943598	0.18647493971058038
IN03	URMC33	0.016154870100519525	0.18567666304939234
IN03	URMC35	0.03473976460059314	0.2555902176687186
IN03	URMC36	0.016534220061609095	0.1981275321808631
IN03	URMC37	0.016173300806193835	0.1816687922577902
IN03	URMC39	0.03749426950721335	0.22530950746980016
IN03	URMC40	0.013792010107290142	0.21198742539075488
IN03	URMC41	0.036957064137285944	0.26526469818617426
IN03	URMC42	0.03876240329870306	0.20719871602822304
IN03	URMC43	0.0367893061396265	0.22940764875117747
IN03	URMC46	0.03736121490493727	0.26688494136794083
IN03	URMC48	0.01711887417446134	0.1988066632476756
